"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Type","Resistance","Tolerance","Voltage Rating","Power(Watts)","Temperature Coefficient"
"C327322","RC0402FR-07953RL","YAGEO","18100","100","100","https://www.lcsc.com/product-detail/C327322.html","0402","Tape & Reel (TR)","Thick Film Resistor","953Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185338","RC0603FR-0733K2L","YAGEO","17900","100","100","https://www.lcsc.com/product-detail/C185338.html","0603","Tape & Reel (TR)","Thick Film Resistor","33.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C185410","RC0402FR-074K22L","YAGEO","17800","100","100","https://www.lcsc.com/product-detail/C185410.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.22kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273730","RC0402FR-0727K4L","YAGEO","17700","100","100","https://www.lcsc.com/product-detail/C273730.html","0402","Tape & Reel (TR)","Thick Film Resistor","27.4kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477806","RC0402FR-07845KL","YAGEO","17600","100","100","https://www.lcsc.com/product-detail/C477806.html","0402","Tape & Reel (TR)","Thick Film Resistor","845kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273820","RC0805FR-0716K5L","YAGEO","17500","100","100","https://www.lcsc.com/product-detail/C273820.html","0805","Tape & Reel (TR)","Thick Film Resistor","16.5kΩ","±1%","150V","125mW","±100ppm/℃"
"C327350","RC0402FR-0734K8L","YAGEO","17400","100","100","https://www.lcsc.com/product-detail/C327350.html","0402","Tape & Reel (TR)","Thick Film Resistor","34.8kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185463","RC0402FR-0715K4L","YAGEO","17000","100","100","https://www.lcsc.com/product-detail/C185463.html","0402","Tape & Reel (TR)","Thick Film Resistor","15.4kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273765","RC0603FR-07453KL","YAGEO","16700","100","100","https://www.lcsc.com/product-detail/C273765.html","0603","Tape & Reel (TR)","Thick Film Resistor","453kΩ","±1%","75V","100mW","±100ppm/℃"
"C477740","RC0402FR-07464KL","YAGEO","16600","100","100","https://www.lcsc.com/product-detail/C477740.html","0402","Tape & Reel (TR)","Thick Film Resistor","464kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273719","RC0402FR-0738K3L","YAGEO","16500","100","100","https://www.lcsc.com/product-detail/C273719.html","0402","Tape & Reel (TR)","Thick Film Resistor","38.3kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477808","RC0402FR-0788K7L","YAGEO","16400","100","100","https://www.lcsc.com/product-detail/C477808.html","0402","Tape & Reel (TR)","Thick Film Resistor","88.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273713","RC0402FR-07348KL","YAGEO","15900","100","100","https://www.lcsc.com/product-detail/C273713.html","0402","Tape & Reel (TR)","Thick Film Resistor","348kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163477","RC0402FR-0723K2L","YAGEO","15700","100","100","https://www.lcsc.com/product-detail/C163477.html","0402","Tape & Reel (TR)","Thick Film Resistor","23.2kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273335","RC0402FR-07261RL","YAGEO","15500","100","100","https://www.lcsc.com/product-detail/C273335.html","0402","Tape & Reel (TR)","Thick Film Resistor","261Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185433","RC0402FR-0728K7L","YAGEO","15300","100","100","https://www.lcsc.com/product-detail/C185433.html","0402","Tape & Reel (TR)","Thick Film Resistor","28.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163407","RC0805FR-0730K1L","YAGEO","15300","100","100","https://www.lcsc.com/product-detail/C163407.html","0805","Tape & Reel (TR)","Thick Film Resistor","30.1kΩ","±1%","150V","125mW","±100ppm/℃"
"C185431","RC0402FR-072K55L","YAGEO","15200","100","100","https://www.lcsc.com/product-detail/C185431.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.55kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185387","RC0402FR-078K66L","YAGEO","15100","100","100","https://www.lcsc.com/product-detail/C185387.html","0402","Tape & Reel (TR)","Thick Film Resistor","8.66kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C275642","RC0805FR-071M5L","YAGEO","15000","100","100","https://www.lcsc.com/product-detail/C275642.html","0805","Tape & Reel (TR)","Thick Film Resistor","1.5MΩ","±1%","150V","125mW","±100ppm/℃"
"C132320","RC0805FR-0749R9L","YAGEO","14800","100","100","https://www.lcsc.com/product-detail/C132320.html","0805","Tape & Reel (TR)","Thick Film Resistor","49.9Ω","±1%","150V","125mW","±100ppm/℃"
"C114635","RC0603FR-07750RL","YAGEO","14800","100","100","https://www.lcsc.com/product-detail/C114635.html","0603","Tape & Reel (TR)","Thick Film Resistor","750Ω","±1%","75V","100mW","±100ppm/℃"
"C137685","RC0603FR-07715KL","YAGEO","14700","100","100","https://www.lcsc.com/product-detail/C137685.html","0603","Tape & Reel (TR)","Thick Film Resistor","715kΩ","±1%","75V","100mW","±100ppm/℃"
"C185330","RC0603FR-0741K2L","YAGEO","14600","100","100","https://www.lcsc.com/product-detail/C185330.html","0603","Tape & Reel (TR)","Thick Film Resistor","41.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C185314","RC0603FR-076K34L","YAGEO","14600","100","100","https://www.lcsc.com/product-detail/C185314.html","0603","Tape & Reel (TR)","Thick Film Resistor","6.34kΩ","±1%","75V","100mW","±100ppm/℃"
"C327367","RC0402FR-07169KL","YAGEO","14500","100","100","https://www.lcsc.com/product-detail/C327367.html","0402","Tape & Reel (TR)","Thick Film Resistor","169kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327357","RC0402FR-07294KL","YAGEO","14500","100","100","https://www.lcsc.com/product-detail/C327357.html","0402","Tape & Reel (TR)","Thick Film Resistor","294kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185459","RC0402FR-07178KL","YAGEO","14500","100","100","https://www.lcsc.com/product-detail/C185459.html","0402","Tape & Reel (TR)","Thick Film Resistor","178kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C125319","RC0603FR-071K3L","YAGEO","14500","100","100","https://www.lcsc.com/product-detail/C125319.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.3kΩ","±1%","75V","100mW","±100ppm/℃"
"C483008","RC0805FR-07130KL","YAGEO","14400","100","100","https://www.lcsc.com/product-detail/C483008.html","0805","Tape & Reel (TR)","Thick Film Resistor","130kΩ","±1%","150V","125mW","±100ppm/℃"
"C477198","RC0402FR-071M24L","YAGEO","14400","100","100","https://www.lcsc.com/product-detail/C477198.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.24MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185398","RC0402FR-0773K2L","YAGEO","14400","100","100","https://www.lcsc.com/product-detail/C185398.html","0402","Tape & Reel (TR)","Thick Film Resistor","73.2kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C188263","RC0603FR-075K49L","YAGEO","14200","100","100","https://www.lcsc.com/product-detail/C188263.html","0603","Tape & Reel (TR)","Thick Film Resistor","5.49kΩ","±1%","75V","100mW","±100ppm/℃"
"C165760","RC0603FR-07162KL","YAGEO","14000","100","100","https://www.lcsc.com/product-detail/C165760.html","0603","Tape & Reel (TR)","Thick Film Resistor","162kΩ","±1%","75V","100mW","±100ppm/℃"
"C137592","RC0805FR-0713KL","YAGEO","14000","100","100","https://www.lcsc.com/product-detail/C137592.html","0805","Tape & Reel (TR)","Thick Film Resistor","13kΩ","±1%","150V","125mW","±100ppm/℃"
"C137519","RC0805FR-0747K5L","YAGEO","13800","100","100","https://www.lcsc.com/product-detail/C137519.html","0805","Tape & Reel (TR)","Thick Film Resistor","47.5kΩ","±1%","150V","125mW","±100ppm/℃"
"C477191","RC0402FR-071K15L","YAGEO","13700","100","100","https://www.lcsc.com/product-detail/C477191.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.15kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C274895","RC0402FR-075K11L","YAGEO","13200","100","100","https://www.lcsc.com/product-detail/C274895.html","0402","Tape & Reel (TR)","Thick Film Resistor","5.11kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185351","RC0603FR-07205KL","YAGEO","13200","100","100","https://www.lcsc.com/product-detail/C185351.html","0603","Tape & Reel (TR)","Thick Film Resistor","205kΩ","±1%","75V","100mW","±100ppm/℃"
"C245925","RC0603FR-0719K6L","YAGEO","13100","100","100","https://www.lcsc.com/product-detail/C245925.html","0603","Tape & Reel (TR)","Thick Film Resistor","19.6kΩ","±1%","75V","100mW","±100ppm/℃"
"C185355","RC0603FR-071K87L","YAGEO","13000","100","100","https://www.lcsc.com/product-detail/C185355.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.87kΩ","±1%","75V","100mW","±100ppm/℃"
"C137741","RC0603FR-0734K8L","YAGEO","12900","100","100","https://www.lcsc.com/product-detail/C137741.html","0603","Tape & Reel (TR)","Thick Film Resistor","34.8kΩ","±1%","75V","100mW","±100ppm/℃"
"C137702","RC0603FR-0751R1L","YAGEO","12900","100","100","https://www.lcsc.com/product-detail/C137702.html","0603","Tape & Reel (TR)","Thick Film Resistor","51.1Ω","±1%","75V","100mW","±100ppm/℃"
"C185333","RC0603FR-073K16L","YAGEO","12400","100","100","https://www.lcsc.com/product-detail/C185333.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.16kΩ","±1%","75V","100mW","±100ppm/℃"
"C327373","RC0402FR-07133RL","YAGEO","12100","100","100","https://www.lcsc.com/product-detail/C327373.html","0402","Tape & Reel (TR)","Thick Film Resistor","133Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137732","RC0603FR-073K01L","YAGEO","11800","100","100","https://www.lcsc.com/product-detail/C137732.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.01kΩ","±1%","75V","100mW","±100ppm/℃"
"C6961616","RC0402FR-073K32P","YAGEO","1400","100","100","https://www.lcsc.com/product-detail/C6961616.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.32kΩ","±1%","","63mW","±100ppm/℃"
"C295883","RC0402FR-079K53L","YAGEO","11400","100","100","https://www.lcsc.com/product-detail/C295883.html","0402","Tape & Reel (TR)","Thick Film Resistor","9.53kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273746","RC0603FR-07348KL","YAGEO","11400","100","100","https://www.lcsc.com/product-detail/C273746.html","0603","Tape & Reel (TR)","Thick Film Resistor","348kΩ","±1%","75V","100mW","±100ppm/℃"
"C273811","RC0805FR-0712K1L","YAGEO","11300","100","100","https://www.lcsc.com/product-detail/C273811.html","0805","Tape & Reel (TR)","Thick Film Resistor","12.1kΩ","±1%","150V","125mW","±100ppm/℃"
"C273840","RC0805FR-0722K1L","YAGEO","11200","100","100","https://www.lcsc.com/product-detail/C273840.html","0805","Tape & Reel (TR)","Thick Film Resistor","22.1kΩ","±1%","150V","125mW","±100ppm/℃"
"C137723","RC0603FR-0740K2L","YAGEO","10700","100","100","https://www.lcsc.com/product-detail/C137723.html","0603","Tape & Reel (TR)","Thick Film Resistor","40.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C245963","RC0603FR-07392KL","YAGEO","10600","100","100","https://www.lcsc.com/product-detail/C245963.html","0603","Tape & Reel (TR)","Thick Film Resistor","392kΩ","±1%","75V","100mW","±100ppm/℃"
"C364359","RC0603FR-0751K1L","YAGEO","10500","100","100","https://www.lcsc.com/product-detail/C364359.html","0603","Tape & Reel (TR)","Thick Film Resistor","51.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C273976","RC0805FR-073K24L","YAGEO","10500","100","100","https://www.lcsc.com/product-detail/C273976.html","0805","Tape & Reel (TR)","Thick Film Resistor","3.24kΩ","±1%","150V","125mW","±100ppm/℃"
"C141698","RC0805FR-07750KL","YAGEO","10500","100","100","https://www.lcsc.com/product-detail/C141698.html","0805","Tape & Reel (TR)","Thick Film Resistor","750kΩ","±1%","150V","125mW","±100ppm/℃"
"C482778","RC0603FR-07174KL","YAGEO","10400","100","100","https://www.lcsc.com/product-detail/C482778.html","0603","Tape & Reel (TR)","Thick Film Resistor","174kΩ","±1%","75V","100mW","±100ppm/℃"
"C412133","RC0805FR-074K87L","YAGEO","10400","100","100","https://www.lcsc.com/product-detail/C412133.html","0805","Tape & Reel (TR)","Thick Film Resistor","4.87kΩ","±1%","150V","125mW","±100ppm/℃"
"C185419","RC0402FR-073K09L","YAGEO","10200","100","100","https://www.lcsc.com/product-detail/C185419.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.09kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477227","RC0402FR-071M78L","YAGEO","10000","100","100","https://www.lcsc.com/product-detail/C477227.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.78MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477186","RC0402FR-071K07L","YAGEO","10000","100","100","https://www.lcsc.com/product-detail/C477186.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.07kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327330","RC0402FR-07634RL","YAGEO","10000","100","100","https://www.lcsc.com/product-detail/C327330.html","0402","Tape & Reel (TR)","Thick Film Resistor","634Ω","±1%","50V","62.5mW","±100ppm/℃"
"C470022","RC0402FR-072M74L","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C470022.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.74MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327366","RC0402FR-0717K4L","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C327366.html","0402","Tape & Reel (TR)","Thick Film Resistor","17.4kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273950","RC0805FR-074K12L","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C273950.html","0805","Tape & Reel (TR)","Thick Film Resistor","4.12kΩ","±1%","150V","125mW","±100ppm/℃"
"C273728","RC0402FR-0710R7L","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C273728.html","0402","Tape & Reel (TR)","Thick Film Resistor","10.7Ω","±1%","50V","62.5mW","±100ppm/℃"
"C245955","RC0603FR-07357RL","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C245955.html","0603","Tape & Reel (TR)","Thick Film Resistor","357Ω","±1%","75V","100mW","±100ppm/℃"
"C185435","RC0402FR-07274KL","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C185435.html","0402","Tape & Reel (TR)","Thick Film Resistor","274kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185356","RC0603FR-071K69L","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C185356.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.69kΩ","±1%","75V","100mW","±100ppm/℃"
"C137756","RC0603FR-0726K7L","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C137756.html","0603","Tape & Reel (TR)","Thick Film Resistor","26.7kΩ","±1%","75V","100mW","±100ppm/℃"
"C137728","RC0603FR-073K74L","YAGEO","9900","100","100","https://www.lcsc.com/product-detail/C137728.html","0603","Tape & Reel (TR)","Thick Film Resistor","3.74kΩ","±1%","75V","100mW","±100ppm/℃"
"C273699","RC0402FR-07976KL","YAGEO","9800","100","100","https://www.lcsc.com/product-detail/C273699.html","0402","Tape & Reel (TR)","Thick Film Resistor","976kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273336","RC0402FR-07340KL","YAGEO","9800","100","100","https://www.lcsc.com/product-detail/C273336.html","0402","Tape & Reel (TR)","Thick Film Resistor","340kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185440","RC0402FR-07221RL","YAGEO","9800","100","100","https://www.lcsc.com/product-detail/C185440.html","0402","Tape & Reel (TR)","Thick Film Resistor","221Ω","±1%","50V","62.5mW","±100ppm/℃"
"C171696","RC0402FR-07105RL","YAGEO","9800","100","100","https://www.lcsc.com/product-detail/C171696.html","0402","Tape & Reel (TR)","Thick Film Resistor","105Ω","±1%","50V","62.5mW","±100ppm/℃"
"C6373810","RC0402FR-07681RP","YAGEO","9700","100","100","https://www.lcsc.com/product-detail/C6373810.html","0402","Tape & Reel (TR)","Thick Film Resistor","681Ω","±1%","","63mW","±100ppm/℃"
"C276261","RC0402FR-071K33L","YAGEO","9700","100","100","https://www.lcsc.com/product-detail/C276261.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.33kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273834","RC0805FR-0716K9L","YAGEO","9700","100","100","https://www.lcsc.com/product-detail/C273834.html","0805","Tape & Reel (TR)","Thick Film Resistor","16.9kΩ","±1%","150V","125mW","±100ppm/℃"
"C273712","RC0402FR-07226KL","YAGEO","9700","100","100","https://www.lcsc.com/product-detail/C273712.html","0402","Tape & Reel (TR)","Thick Film Resistor","226kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185428","RC0402FR-0730K9L","YAGEO","9700","100","100","https://www.lcsc.com/product-detail/C185428.html","0402","Tape & Reel (TR)","Thick Film Resistor","30.9kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163469","RC0402FR-0737R4L","YAGEO","9700","100","100","https://www.lcsc.com/product-detail/C163469.html","0402","Tape & Reel (TR)","Thick Film Resistor","37.4Ω","±1%","50V","62.5mW","±100ppm/℃"
"C145072","RC0603FR-071K24L","YAGEO","9700","100","100","https://www.lcsc.com/product-detail/C145072.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.24kΩ","±1%","75V","100mW","±100ppm/℃"
"C477762","RC0402FR-07523RL","YAGEO","9600","100","100","https://www.lcsc.com/product-detail/C477762.html","0402","Tape & Reel (TR)","Thick Film Resistor","523Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477225","RC0402FR-071M74L","YAGEO","9600","100","100","https://www.lcsc.com/product-detail/C477225.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.74MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327358","RC0402FR-07287KL","YAGEO","9600","100","100","https://www.lcsc.com/product-detail/C327358.html","0402","Tape & Reel (TR)","Thick Film Resistor","287kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137941","RC0402FR-07715RL","YAGEO","9600","100","100","https://www.lcsc.com/product-detail/C137941.html","0402","Tape & Reel (TR)","Thick Film Resistor","715Ω","±1%","50V","62.5mW","±100ppm/℃"
"C185464","RC0402FR-07158KL","YAGEO","9500","100","100","https://www.lcsc.com/product-detail/C185464.html","0402","Tape & Reel (TR)","Thick Film Resistor","158kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138036","RC0402FR-071K96L","YAGEO","9500","100","100","https://www.lcsc.com/product-detail/C138036.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.96kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138016","RC0402FR-072K8L","YAGEO","9500","100","100","https://www.lcsc.com/product-detail/C138016.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.8kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137964","RC0402FR-074M53L","YAGEO","9500","100","100","https://www.lcsc.com/product-detail/C137964.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.53MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137940","RC0402FR-07732KL","YAGEO","9500","100","100","https://www.lcsc.com/product-detail/C137940.html","0402","Tape & Reel (TR)","Thick Film Resistor","732kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477790","RC0402FR-077M87L","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C477790.html","0402","Tape & Reel (TR)","Thick Film Resistor","7.87MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477680","RC0402FR-0728R7L","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C477680.html","0402","Tape & Reel (TR)","Thick Film Resistor","28.7Ω","±1%","50V","62.5mW","±100ppm/℃"
"C477641","RC0402FR-072K26L","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C477641.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.26kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327324","RC0402FR-07909RL","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C327324.html","0402","Tape & Reel (TR)","Thick Film Resistor","909Ω","±1%","50V","62.5mW","±100ppm/℃"
"C273332","RC0402FR-07113KL","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C273332.html","0402","Tape & Reel (TR)","Thick Film Resistor","113kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C245960","RC0603FR-07383KL","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C245960.html","0603","Tape & Reel (TR)","Thick Film Resistor","383kΩ","±1%","75V","100mW","±100ppm/℃"
"C185327","RC0603FR-07442KL","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C185327.html","0603","Tape & Reel (TR)","Thick Film Resistor","442kΩ","±1%","75V","100mW","±100ppm/℃"
"C137939","RC0402FR-07732RL","YAGEO","9400","100","100","https://www.lcsc.com/product-detail/C137939.html","0402","Tape & Reel (TR)","Thick Film Resistor","732Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137802","RC0603FR-0711K5L","YAGEO","9300","100","100","https://www.lcsc.com/product-detail/C137802.html","0603","Tape & Reel (TR)","Thick Film Resistor","11.5kΩ","±1%","75V","100mW","±100ppm/℃"
"C114542","RC0805FR-074K99L","YAGEO","9300","100","100","https://www.lcsc.com/product-detail/C114542.html","0805","Tape & Reel (TR)","Thick Film Resistor","4.99kΩ","±1%","150V","125mW","±100ppm/℃"
"C276266","RC0402FR-0733R2L","YAGEO","9200","100","100","https://www.lcsc.com/product-detail/C276266.html","0402","Tape & Reel (TR)","Thick Film Resistor","33.2Ω","±1%","50V","62.5mW","±100ppm/℃"
"C183219","RC0603FR-0710K2L","YAGEO","9200","100","100","https://www.lcsc.com/product-detail/C183219.html","0603","Tape & Reel (TR)","Thick Film Resistor","10.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C482816","RC0603FR-0726K1L","YAGEO","9100","100","100","https://www.lcsc.com/product-detail/C482816.html","0603","Tape & Reel (TR)","Thick Film Resistor","26.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C477719","RC0402FR-074M12L","YAGEO","9100","100","100","https://www.lcsc.com/product-detail/C477719.html","0402","Tape & Reel (TR)","Thick Film Resistor","4.12MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273780","RC0603FR-0793K1L","YAGEO","9100","100","100","https://www.lcsc.com/product-detail/C273780.html","0603","Tape & Reel (TR)","Thick Film Resistor","93.1kΩ","±1%","75V","100mW","±100ppm/℃"
"C482652","RC0603FR-071K74L","YAGEO","9000","50","50","https://www.lcsc.com/product-detail/C482652.html","0603","Tape & Reel (TR)","Thick Film Resistor","1.74kΩ","±1%","75V","100mW","±100ppm/℃"
"C477782","RC0402FR-07681KL","YAGEO","9000","100","100","https://www.lcsc.com/product-detail/C477782.html","0402","Tape & Reel (TR)","Thick Film Resistor","681kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C327326","RC0402FR-07806RL","YAGEO","9000","100","100","https://www.lcsc.com/product-detail/C327326.html","0402","Tape & Reel (TR)","Thick Film Resistor","806Ω","±1%","50V","62.5mW","±100ppm/℃"
"C273690","RC0402FR-07649KL","YAGEO","9000","100","100","https://www.lcsc.com/product-detail/C273690.html","0402","Tape & Reel (TR)","Thick Film Resistor","649kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C185416","RC0402FR-0741K2L","YAGEO","9000","100","100","https://www.lcsc.com/product-detail/C185416.html","0402","Tape & Reel (TR)","Thick Film Resistor","41.2kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163485","RC0402FR-071K02L","YAGEO","9000","100","100","https://www.lcsc.com/product-detail/C163485.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.02kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477644","RC0402FR-072K32L","YAGEO","8900","100","100","https://www.lcsc.com/product-detail/C477644.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.32kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C171695","RC0402FR-0710K5L","YAGEO","8900","100","100","https://www.lcsc.com/product-detail/C171695.html","0402","Tape & Reel (TR)","Thick Film Resistor","10.5kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C163488","RC0402FR-0716K9L","YAGEO","8900","100","100","https://www.lcsc.com/product-detail/C163488.html","0402","Tape & Reel (TR)","Thick Film Resistor","16.9kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477792","RC0402FR-07715KL","YAGEO","8800","100","100","https://www.lcsc.com/product-detail/C477792.html","0402","Tape & Reel (TR)","Thick Film Resistor","715kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477742","RC0402FR-07475KL","YAGEO","8800","100","100","https://www.lcsc.com/product-detail/C477742.html","0402","Tape & Reel (TR)","Thick Film Resistor","475kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C477613","RC0402FR-07143RL","YAGEO","8800","100","100","https://www.lcsc.com/product-detail/C477613.html","0402","Tape & Reel (TR)","Thick Film Resistor","143Ω","±1%","50V","62.5mW","±100ppm/℃"
"C137595","RC0805FR-0712K4L","YAGEO","8700","100","100","https://www.lcsc.com/product-detail/C137595.html","0805","Tape & Reel (TR)","Thick Film Resistor","12.4kΩ","±1%","150V","125mW","±100ppm/℃"
"C477207","RC0402FR-071M3L","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C477207.html","0402","Tape & Reel (TR)","Thick Film Resistor","1.3MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273722","RC0402FR-07768KL","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C273722.html","0402","Tape & Reel (TR)","Thick Film Resistor","768kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C273706","RC0402FR-0730R1L","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C273706.html","0402","Tape & Reel (TR)","Thick Film Resistor","30.1Ω","±1%","50V","62.5mW","±100ppm/℃"
"C138020","RC0402FR-0728KL","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C138020.html","0402","Tape & Reel (TR)","Thick Film Resistor","28kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C138018","RC0402FR-072K67L","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C138018.html","0402","Tape & Reel (TR)","Thick Film Resistor","2.67kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137972","RC0402FR-0748K7L","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C137972.html","0402","Tape & Reel (TR)","Thick Film Resistor","48.7kΩ","±1%","50V","62.5mW","±100ppm/℃"
"C137486","RC0805FR-078K66L","YAGEO","8600","100","100","https://www.lcsc.com/product-detail/C137486.html","0805","Tape & Reel (TR)","Thick Film Resistor","8.66kΩ","±1%","150V","125mW","±100ppm/℃"
"C477694","RC0402FR-073M48L","YAGEO","8500","100","100","https://www.lcsc.com/product-detail/C477694.html","0402","Tape & Reel (TR)","Thick Film Resistor","3.48MΩ","±1%","50V","62.5mW","±100ppm/℃"
"C482887","RC0603FR-0756K2L","YAGEO","8400","100","100","https://www.lcsc.com/product-detail/C482887.html","0603","Tape & Reel (TR)","Thick Film Resistor","56.2kΩ","±1%","75V","100mW","±100ppm/℃"
"C185344","RC0603FR-072K61L","YAGEO","8400","100","100","https://www.lcsc.com/product-detail/C185344.html","0603","Tape & Reel (TR)","Thick Film Resistor","2.61kΩ","±1%","75V","100mW","±100ppm/℃"
"C60488","RC0402FR-072KL","YAGEO","8400","100","100","https://www.lcsc.com/product-detail/C60488.html","0402","Tape & Reel (TR)","Thick Film Resistor","2kΩ","±1%","50V","62.5mW","±100ppm/℃"
