LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Capacitance,Tolerance,Voltage Rating,Temperature Coefficient,Operating Temperature
C3874522,AC1210KKX7R9BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3874522,115,0.2531,5,5,https://www.lcsc.com/product-detail/C3874522.html,1210,Tape & Reel (TR),220nF,±10%,50V,X7R,
C3872258,CC0402KRNPO9BN180,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C3872258,4200,0.0046,100,100,https://www.lcsc.com/product-detail/C3872258.html,0402,Tape & Reel (TR),18pF,±10%,50V,C0G,
C3871899,AC1206KKX7RCBB102,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3871899,370,0.1276,5,5,https://www.lcsc.com/product-detail/C3871899.html,1206,Tape & Reel (TR),1nF,±10%,1kV,X7R,
C3869051,AC0805KKX7R5BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3869051,1020,0.0320,20,20,https://www.lcsc.com/product-detail/C3869051.html,0805,Tape & Reel (TR),1uF,±10%,6.3V,X7R,
C3859684,AC0603KRX7R0BB152,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3859684,2800,0.0164,50,50,https://www.lcsc.com/product-detail/C3859684.html,0603,Tape & Reel (TR),1.5nF,±10%,100V,X7R,
C3853971,CC0402KRX7R8BB331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C3853971,9600,0.0028,100,100,https://www.lcsc.com/product-detail/C3853971.html,0402,Tape & Reel (TR),330pF,±10%,25V,X7R,
C3845655,AC0402KRX7R9BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3845655,1400,0.0079,100,100,https://www.lcsc.com/product-detail/C3845655.html,0402,Tape & Reel (TR),22nF,±10%,50V,X7R,
C3832736,CC0805KRNPO9BN471,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/4eca2bb4b507f1633db47e922d632b95.pdf?productCode=C3832736,1400,0.0145,50,50,https://www.lcsc.com/product-detail/C3832736.html,0805,Tape & Reel (TR),470pF,±10%,50V,C0G,
C3831056,AC0603JRNPO0BN100,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C3831056,4000,0.0167,50,50,https://www.lcsc.com/product-detail/C3831056.html,0603,Tape & Reel (TR),10pF,±5%,100V,C0G,
C2312635,CS1206KKX7R8BB225,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f8940f98c49a1f93ae92411500443b06.pdf?productCode=C2312635,230,0.1088,5,5,https://www.lcsc.com/product-detail/C2312635.html,1206,Tape & Reel (TR),2.2uF,±10%,25V,X7R,
C2224303,AC1206KRX7R9BB683,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2224303,240,0.0354,20,20,https://www.lcsc.com/product-detail/C2224303.html,1206,Tape & Reel (TR),68nF,±10%,50V,X7R,
C2190582,AC0402KRX7R8BB331,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2190582,3200,0.0020,100,100,https://www.lcsc.com/product-detail/C2190582.html,0402,Tape & Reel (TR),330pF,±10%,25V,X7R,
C2180486,AC0402KRX7R7BB221,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2180486,4500,0.0033,100,100,https://www.lcsc.com/product-detail/C2180486.html,0402,Tape & Reel (TR),220pF,±10%,16V,X7R,
C2174373,AS0805KRX7R9BB473,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f5627b61af9bb3f64838787fe6737e2d.pdf?productCode=C2174373,950,0.0175,50,50,https://www.lcsc.com/product-detail/C2174373.html,0805,Tape & Reel (TR),47nF,±10%,50V,X7R,
C2174206,AS0805KRX7R9BB223,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/f5627b61af9bb3f64838787fe6737e2d.pdf?productCode=C2174206,1760,0.0256,20,20,https://www.lcsc.com/product-detail/C2174206.html,0805,Tape & Reel (TR),22nF,±10%,50V,X7R,
C2173127,AC1210KKX7R8BB224,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/e147909414eb3b900a42b90481dc8914.pdf?productCode=C2173127,190,0.1257,5,5,https://www.lcsc.com/product-detail/C2173127.html,1210,Tape & Reel (TR),220nF,±10%,25V,X7R,
C2172621,CC1210JKX7R9BB105,YAGEO,https://datasheet.lcsc.com/datasheet/pdf/23ccee80ee542e7cf156a772bb589942.pdf?productCode=C2172621,70,0.1180,10,10,https://www.lcsc.com/product-detail/C2172621.html,1210,Tape & Reel (TR),1uF,±5%,50V,X7R,
